text,label
RESPECTED SIR SOMEONE UNKNOWN PERSON HAVE EXCHANGED MY ATM AND WITHDRAW TOTAL IN DIFFERENT TIMES PLEASE REGISTER MY REPORT WHEN I WENT TO WITHDRAW AMOUNT FROM ATM MACHINE SOMEONE HAVE BEEN EXCHANGED MY ATM AND WITH DRAW AMOUNT,Other Cyber Crime
I had added some tshirts to the cart of flipkart on February at pm I got a call that you have ordered these things and he also confirmed the email and phone number then I said cancel just I was there Shared the otp with them this is the only mistake I made after that I got a message that your number has been updated ie they changed it at the same time I talked to customer support only then I got the mail that from my flipkart pay later account The shopping is done The customer support executive told that some Rishabh has purchased this iphone in Punjab,Other Cyber Crime
Online Frauds Advertisement Portal Fraud eCommerce platform Any Other Victim saw a car for sale advertisement in Carwale app and contacted the person and that fraudster introduced himself as an army official and asked the victim to pay advance for car and victim paid Rs to the fraudster and that person did not send the car and victim found it was a fraud,Financial Fraud Crimes
FRAUD THROUGHHACKING BY MY BANK UNION BANK OF INDIA AC NO IN MY VILLAGE CHAK LAL GHAR NOT ANY CALL BUT TNX ID nd TNX ID rd TNX ID rth TNX ID rs DEBITE IN MY ACCOUNT SO PLZ HOLD REVERSER TOTAL AMOUNT COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION,Other Cyber Crime
Our Ex Employee Kiran N hacked our Server Got details of customers Changed credentials of their bank accounts and sent money to personal accounts We have all Bank account details Name and address who has done this hacking and illegal activity,Other Cyber Crime
On Jan I got a call from Divesh Kumar Choudhary About Kotak Mahindra bank Ekyc job He told me that I need to pay Rs for biometric device security deposit Which I paid to Him To his PhonePe number which is Linked to his Paytm Payments Bank Ac No Name Divesh Kumar Choudhary Date Jan Amount TXN ID T Next day he told me that I have to pay Rs for biometric device because it is out of stock in companys office and he is going to buy it online and send me through courier I paid him Rs in two transaction Date Jan Amount TXN ID T Amount TXN ID T I didnt get the biometric device till Jan He told me today that my courier containing biometric device is reached nearest delivery station and I need to pay Rs again for company t shirt and gloves which is included in my courier and Ill get my courier today which I again paid to him in to his same banking details Using Phonepe Date Jan Amount TXN ID T But I didnt get any courier today and now he is also not picking up my phone and not replying to my messages I made all payment Through my phonepay Upi Id ybl From my Paytm Payments Bank AC No IFSC PYTM,Financial Fraud Crimes
Around pm received call from they told me calling from axis Bank customer support regards reward redemption from your credit card They told him to go website address wwwmyrewardaxiscom and enter details like credit card number and OTP They I Do It Later sms recieved from axis Bank your credit debit from credit card via paytm rent payment Please help me and investigate my complaint Thank u,Other Cyber Crime
A scammer calling telling KBC a winning amount of few lakh of ruppee from a whatsapp number and hacked my WhatsApp once before and pushed many contact in my list left my phone almost unused,Women/Child Related Crime
Fraud transition was happened at pmi got an message aof amount is deducted so i blocked the card immediately i planned to file a complaint in cyber crime they told to come on monday morninga to rigister a complaintso am registeing in onlinethe phn no of fraud is,Financial Fraud Crimes
The person Sandeep barge added me on the telegram group named So waopru beiluk fe at around to pm on th Feb And this sexually explicit content was posted on the group at pm I immediately reported spam and left the group This person is music teacher from school and has my mobile number so he could add me to that group on telegram Providing his mobile number for easy recognition Please look into the matter because I know as per section A of information technology act I can file complaint against such activities but many of girls dont know and people like Sandeep barge can try to exploit many girls,Women/Child Related Crime
Respected sirmadam i have received a message regarding my ICICI Credit Card ie Dear Customer Your ICICI Credit Card Points Worth Rs Will Expire By Tomorrow Kindly Redeem Points In Cash By Click Here httpsbitlymCTFf CSHBACK after that i have open link i have submitted my card detailsat the same time i have receive a E mail through ICICI Bank Rs transaction towards ONE MOBIWIK SYSTEM PVT L i have immediately inform to ICICI credit card customer care they are given a complaint no SR Sir I want to inform you this transaction has not been done by me for any online shoppingpurchase so I kindly requsted you for help me to get the amount back Thanking You Ramesh,Financial Fraud Crimes
It is about booking helicopter ticket from Katra to Sanji Chhat via travel agent we found it it is fraud when checking on counter before boarding on the helicopter at Katra The online scammer claimed as Pawan hans helicopter service and authorized helicopter booking service more details can be found on the supporting evidence,Financial Fraud Crimes
This person has some pirated copies of paid stock market courses and has pirated copies of Cryptocurrency courses and has been selling it for small amount such as rs or rs and has also been Frauding in name of advanced stock market courses I have full faith in the cyber crime portal and I hereby request you to please take care of this guy ASAP,Other Cyber Crime
"I never imagined something like this could happen to me, especially since I'm so cautious. But then I started noticing that my online activity felt different, slower even. I can't even describe it well because everything seemed normal, except for the fact that I was constantly getting logged out of my accounts. It’s hard to explain, but it felt like someone was inside my account, doing things while I wasn’t even online. The more I tried to fix it, the more problems came up. My work account was frezzing, and then I got locked out of everything. This has really left me anxious and frustrated, I can’t sleep knowing my information is out there. I’ve even considered deleting all my accounts, but that’s not a solution. Even my laptop isn’t working right anymore. It’s so stange how everything just fell apart after that one email.",Other Cyber Crime
FRAUD THROUGH UPI FRAUD PHONE PE BANK PUNJAB NATINOL BANK ACCOUNT NUMBER TOTAL AMOUNT PLEASE HOLD REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION,Financial Fraud Crimes
I have take loan some online loan apps i paid lot of time but this time am not taken loan but they yold ypu taken loan You must pay I told am not that but they hack my contacts and send messages my friends and relation they send abuse message They also told you gallery also hack i will realease in onlne with sex website So i realy distrub my self So please save me,Women/Child Related Crime
"The issue actually started when I got this email, which at first glance seemed like spam. I usually ignore such things, but for some reason, I opened it this time. Afterward, my phone started freezing, and it wasn’t normal. I thought it was a technical glitch, but now I’m not so sure. I don't know how, but it’s like they knew everything I was doing, even though I was trying to be careful. It’s terrifying to think about. The more I tried to fix it, the more problems came up. My bank account was stange, and then I got locked out of everything. I feel so helpless, like there’s nothing I can do to fix this. No matter how many times I change my password, it’s like someone’s always one step ahead. Even my phone isn’t working right anymore. It’s so stange how everything just fell apart after that one email.",Other Cyber Crime
Sir that man called me and he was playing naked video behind and asking me to be naked but I refused I said him you are fake and froud nd cut the call but in that incident he recorded it and now trying to blackmail me so sir please take some action against him soon as soon possible I am really to much stressed after that incident beacuse there is my future in the line please sir take some action against him,Other Cyber Crime
I recived abuse what app messages in my no and my family contact no through multiple no Kindly resolve Kindly resolve I get messages before month Pls Raise complain against both no And resolve,Women/Child Related Crime
Soembody with different name like Shewta Sharma Garima Chaudhary etc are using my photo and name and blackmailing everyone using this Her number is She is blackmailing everyone and recording their videos during chat I dont want to reveal it to my family but its now necessary to at least report this to cyber cell Please take necessary steps,Women/Child Related Crime
It shows that we get an offer of rs and there was a option SEND MONEY TO YOUR BANK and then it shows to send and then when we send rs and it get automatically debited from our account so we request you to catch that fraud a d return our money,Financial Fraud Crimes
My niece name is Pragati Roystudy at th class But yesterday she seen that her facebook uploaded sex related post and she was embarassingshe feel unsecured please find hacker he will capture her facebook and social media I will request to your department to find the hacker and help me out Thanks and regards,Women/Child Related Crime
Respected Sir A very serious matter I want to inform you Few person running or involve in some very shamefull activities by using few women at many places of kolkata gariahat ballygunge RUBY HOSPITAL BEHIND area KASBA ANANDAPUR QUEST MALL metropolis mall area ACROPOLISMALL area park circus FORUM MALL ELGIN RD Parkstreet MAIDAN AREA esplanade Garia jadavpur BEHALASAKHERBAZAR JOKA BANSDRONI Rabindrasadanexide area HARIDEVPUR triangular park lake mall area rashbehari area TOLLYGUNGE THAKURPUKUR BBD BAG DALHOUSIE AREA and SALTLAKE Their name SUBHRO SAHA AMLAN DATTA IZAZ AHMED Anirban They officially work in a insurance office hdfclife a hindustanpark ab gariahat shopping mall st floor beside of reliance trend building near gariahat more but outside at several places they involve in some shamefull activities last years Sir a person SUBHRO SAHA forcefully involve few women employee ex FEMALE employee in such shamefull doing At afternoon evening or after evening or night time they doing this shamefull activities Many innocent people are TRAPPED and suffering in such dirty issue for long time They are even to lodge a complain against them because of threatening and blackmailing ISSUE From above address PLACES and their mobile whatsapp no you can easily trace and track their all activities You need to investigate Last years detail Please help,Women/Child Related Crime
"My friend mentioned something like this happened to them a few months ago, but I thought it was a one-off. Then, suddenly, I got this weird notification asking me to update my password, but the message didn’t look like the usual ones I receive from the app. It looked a bit off. Looking back, maybe I should have paid more attention to the little details, but now it's too late. My accounts are compromised. The more I tried to fix it, the more problems came up. My social media was suspecious, and then I got locked out of everything. I don’t think I’ve ever felt this violated before. My privacy is completely shattered, and I can’t do anything to make it stop. Even my phone isn’t working right anymore. It’s so stange how everything just fell apart after that one email.",Other Cyber Crime
I got call from my friend and told me that ur profile pic with another whatsApp number is is send a messge to my knowen contact pepole and ask for money to send and use on that whatsApp number my profile pic sp kindly take necessary action to above regard number and use my profile pic,Other Cyber Crime
This no give threats me to pay amount of rs during on whatsapp call and msg with rapist photo and forward to all my contact books Please take action At this moment i am madly disturd Thank you Wasim,Women/Child Related Crime
On Jan I made several payment through my Gpay UPI to faudster Basically i was try to sell an alliance on OLX where they contacted me on call and then on whats up to initiate the paymenet I felt for the same and ended doing several transcations sum to rs in all,Financial Fraud Crimes
I have contacted the seller through facebook page with page owner name mentioned as Siya Priya to buy tussar silk kalamkari hand painted sarees I have inquired and took his GST before proceeding to buy They initially gave one GST as BVMPDGZ and later he corrected it to be BVMPDGZ He sent his scanner code to pay Also I took a what app number to communicate on the same and selected two sarees and paid through my paytm linked to my UPI ID paytm to his UPIID ybl which is against Anant Das name I have called him twice to know the status of the saree he talked to me twice and informed that it is getting ready and cut the call And later he blocker my number I tried to call his another number which I got through UPI transaction made ie he picked and and said is it getting ready and again blocked my number on his another number too I tried from different phone no he picked and did not respond and blocker the newly called number also I warned him that I will raise a cyber crime complaint as well but he did not care,Financial Fraud Crimes
Dear sir Please stop the fraudulent transaction and refund the amount in source account Regards,Financial Fraud Crimes
He says calling from Times job com and for hr call for jobs recharge your Id with Rs I m use my credit card details this link And after online transaction massage got my phone I m block my credit Card and Bank account,Financial Fraud Crimes
I was travelling from Bihar to MaldaTown RlyStation on and i reached MaldaTown RlyStation on at am I went out in the evening for a walk on the very same day around pm and when i came back to my room i realized my mobile was missing the cost of mobile was Rs I tried to launch a compliant at MaldaTown RlyStation near by police station but i did not have any local reference therefore the police deny me and did not registered my compliant my contact no is in that phone,Other Cyber Crime
Bahut hi Ganda or ashlil bate bar bar mere mobile no ke sath add Kiya h pad kr bahut hi kharab lag rha h sir mera apana khud ka personal mobile no h jise kisi ne apne fake taka tak id m use Kiya h sir please help me,Women/Child Related Crime
civilcourtjusticegmailcom civilcourtjusticegmailcom cyber everis Email carecybereveriscom Address Hare St Lal Dighi BBD Bagh Kolkata West Bengal Helpline Number amarjeetyadavgmailcom,Other Cyber Crime
"The issue actually started when I got this email, which at first glance seemed like spam. I usually ignore such things, but for some reason, I opened it this time. Afterward, my phone started freezing, and it wasn’t normal. I thought it was a technical glitch, but now I’m not so sure. Honestly, it’s such a mess, and I don’t even know where to start. I’ve contacted support, but they keep giving me the runaround. The more I tried to fix it, the more problems came up. My email was transction, and then I got locked out of everything. This has really left me anxious and frustrated, I can’t sleep knowing my information is out there. I’ve even considered deleting all my accounts, but that’s not a solution. Even my tablet isn’t working right anymore. It’s so stange how everything just fell apart after that one email.",Other Cyber Crime
I called rapido customer care by searching in google to get better package for daily travel Then the call connected to fraudster I did like he said and shared my upi pin details of my account opened google pay also and told my otp to him Then suddenly an amount of rupees has debited from my account,Financial Fraud Crimes
He is randomly massaging me and In one massage he congratulate me then I replied after that he send me this image I dont know how is this and why this kind of thing he send me please ban his account other wise he will repeat it with more girls,Women/Child Related Crime
Dear Sir I have received an alert on my cibil on dated that a new loan account has been opened in your name Supporting evidence is attached herewidth from Transactree Technologies Private Limited but I have not applied for any such loan I have already emailed Attached herewidth this to the support team of lender and director of Transactree Technologies Private Limited Mr Bhuvan Rastogi as I can see it in master data of company on mcagovin I tried to contact their customer care also but after a long hold call gets disconnected Therefore it is requested to kindly take immediate action against above so that no fraud can be commenced against me,Other Cyber Crime
payment recieved through RTGS and Paytm to RNT INDUSTRIES but material not supplied to us we try to make many phone calls but they did not respond till date we got this contact from indiamart,Financial Fraud Crimes
Received the call from and the fraud was committed The payment was done through Paytm I was told that my father has given my number to receive the payment And I was asked to enter the amount in Paytm and I was told it is related to merchant banking so he will enter the code,Financial Fraud Crimes
This is an person going by the bame of ritika threatening defaming and spreading fake news in my name when i refused a second video chat with them Its probably a fake account running various names and numbers I also got messages from this number Im attatching the call log of WhatsApp from my number,Women/Child Related Crime
II got a message on whatsapp on th Jan around pm asking for escort service I did not respond to him Then today morning th Jan from pm he started calling forcing me to take services When i did not respond him he sent me nude pics of my wife kids and said that if i dont come he will post this on all whatsapp instagram facebook He was also asking me to do transaction for advance payment which i declined His number is Can you pls help me ASAP as it seems he has hacked my whatsapp and facebook account and he may tarnish image of my entire family by sending nude pics of them,Other Cyber Crime
Respected Sir I lost my ATM card near New ASTC Hudco Hosur on th January around PM Someone taken and used rupees from my card at sharavathi bar and rest at PM Please take the necessary action and recover my amount Thank you MMohamed Asiff,Financial Fraud Crimes
SOME PERSON IS CALLING FROM MOBILE NUMBER TO ME AT EVENING PM TO PM ON IN THIS PERIOD ITS MAKE A CALLS AND MISBEHAVING AND ABUSING ON CALL TO ME AND I DONT KNOW WHO IS THESE PERSON AND WHY HE IS CALLING AND ABUSING TO ME AGAIN AND AGAIN AND NOT TELLING HIS NAME AND PALCE FROM WHERE HE IS CALLING,Other Cyber Crime
Hello Today while using Twitter this afternoon I came across a profile named DDmuthamizh Vendan Murugavel tweeting vulgar tweets about the prime minister of India and a Cabinet Minister His profile timeline is full of hate speeches and more vulgar content and a few threatening tweets about the Honourable Prime Minister and Home Minister of India This person even tweeted a few disgraceful tweets about the Cheif Minister of Tamilnadu and his wife with late MKarunanithi which is totally an unacceptable comment Request you to take necessary action against him and suspend his profile Here with the profile i have attached the screenshots of his profile and few of his tweets,Other Cyber Crime
Respected Sir A very serious matter I want to inform you Few person running or involve in some very shamefull activities by using few women at many places of kolkata gariahat ballygunge RUBY HOSPITAL BEHIND area KASBA ANANDAPUR QUEST MALL metropolis mall area ACROPOLISMALL area park circus FORUM MALL ELGIN RD Parkstreet MAIDAN AREA esplanade Garia jadavpur BEHALASAKHERBAZAR JOKA BANSDRONI Rabindrasadanexide area HARIDEVPUR triangular park lake mall area rashbehari area TOLLYGUNGE THAKURPUKUR BBD BAG DALHOUSIE AREA and SALTLAKE Their name SUBHRO SAHA AMLAN DATTA IZAZ AHMED Anirban They officially work in a insurance office hdfclife a hindustanpark ab gariahat shopping mall st floor beside of reliance trend building near gariahat more but outside at several places they involve in some shamefull activities last years Sir a person SUBHRO SAHA forcefully involve few women employee ex FEMALE employee in such shamefull doing At afternoon evening or after evening or night time they doing this shamefull activities Many innocent people are TRAPPED and suffering in such dirty issue for long time They are even to lodge a complain against them because of threatening and blackmailing ISSUE From above address PLACES and their mobile whatsapp no you can easily trace and track their all activities You need to investigate Last years detail Please help,Women/Child Related Crime
FRAUD THROUGH PAY TM BANK STATE BANK OF INDIA ACCOUNT NUMBER TOTAL AMOUNT PLEASE HOLD REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION,Financial Fraud Crimes
i ordered piece of jean cloth amount of from sri shyam fashion textiles private limitedkolkataand paid amount of but oder not recieved aftertried to reach he cut the callhe not respondingplease raise a complainthis full detail mentioned aboveplease take the complaintand take actions under the law,Financial Fraud Crimes
"I never imagined something like this could happen to me, especially since I'm so cautious. But then I started noticing that my online activity felt different, slower even. I can't even describe it well because everything seemed normal, except for the fact that I was constantly getting logged out of my accounts. It’s hard to explain, but it felt like someone was inside my account, doing things while I wasn’t even online. The more I tried to fix it, the more problems came up. My work account was stange, and then I got locked out of everything. This has really left me anxious and frustrated, I can’t sleep knowing my information is out there. I’ve even considered deleting all my accounts, but that’s not a solution. Even my laptop isn’t working right anymore. It’s so stange how everything just fell apart after that one email.",Other Cyber Crime
Victim Reported of Financial Fraud of Rs Through Phonepe,Financial Fraud Crimes
I wanted to take a personal loan and I got a message from He promised that I would get a Rs loan But I had a made mistake in giving the correct account number in the application He has taken money from me in various occasions henceforth I had a paid above Rs My money has been duped I need my money back,Other Cyber Crime
Sir please help I have been blackmaied using WhatsApp and recording my naked video and he is trying to use facebook to connect with my friend list and sending the nude video to evryone he has messaged many people as well and i cannot tell to any one also cannot come to police station please help meplease he is telling me to pay money i already payed rs he is asking more soo please help he is using this numbers,Women/Child Related Crime
My mobile no which is mentioned above has been hacked all contents and files by a fraud financial loan app They have provide a link through SMS in my Mobile NumberBy mistake i have click the link and they have processed a loan amount of Rs with interest of with out My Permission and consentin this way the have hacked my all contactsGalleriesPhotosVideosall financial accounts including cancel cheque and Bank Details also My personal details like adhar cardPan cardVoter CardNow they are asking to refund the amount as they have called me and provided SMS also in my mobile no to refund the amount Total of Rs Please take Immediate and Corrective action and resolve my IssueFor your information I am attaching the screen shot for the payment of the loan The Total loan amount is processed form this Loan app Given Below AG LOAN APP Please note I have also attached the Threatening Whats app SMS From AG LOAN APP,Financial Fraud Crimes
He vulgarly talked to mehe said that the will rape me and he also used unparliamentary language I have threat from him please accept my petition and solve this issue as soon as possible His Instagram Id is saisrinivas,Women/Child Related Crime
He has asked for details as my fathers friend He asked for and then rupees This money is my hard earned internship money for doing work around months Stipend was per month Please get my money,Financial Fraud Crimes
Respected Sir A very serious matter I want to inform you Few person running or involve in some very shamefull activities by using few women at many places of kolkata gariahat ballygunge RUBY HOSPITAL BEHIND area KASBA ANANDAPUR QUEST MALL metropolis mall area ACROPOLISMALL area park circus FORUM MALL ELGIN RD Parkstreet MAIDAN AREA esplanade Garia jadavpur BEHALASAKHERBAZAR JOKA BANSDRONI Rabindrasadanexide area HARIDEVPUR triangular park lake mall area rashbehari area TOLLYGUNGE THAKURPUKUR BBD BAG DALHOUSIE AREA and SALTLAKE Their name SUBHRO SAHA AMLAN DATTA IZAZ AHMED Anirban They officially work in a insurance office hdfclife a hindustanpark ab gariahat shopping mall st floor beside of reliance trend building near gariahat more but outside at several places they involve in some shamefull activities last years Sir a person SUBHRO SAHA forcefully involve few women employee ex FEMALE employee in such shamefull doing At afternoon evening or after evening or night time they doing this shamefull activities Many innocent people are TRAPPED and suffering in such dirty issue for long time They are even to lodge a complain against them because of threatening and blackmailing ISSUE From above address PLACES and their mobile whatsapp no you can easily trace and track their all activities You need to investigate Last years detail Please help,Women/Child Related Crime
Since last few days I am receiving unwanted transaction text messages in bulk with OTP one time password and log in credentials I have not initiated any of such requests from any website or portal and I fear that some fraudulent work may be happening using my mobile number,Other Cyber Crime
Kusumindiain is fake site which is deceiting farmer under name of kusum solar pump scheme and providing documents in the name of central government with stamp and signature of authorized person And link has been shared through whatsapp and call them to lure into scheme Kindly look after this scam as it may affect more people in future,Financial Fraud Crimes
FRAUD THROUGH NET BANKING BANK UNION BANK OF INDIA ACCOUNT NO TOTAL AMOUNT PLEASE HOLD REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION,Financial Fraud Crimes
I was recently using a dating app OkCupid out of curiosity One girl sent me a friends request and chatted there Later we switched to Whatsapp and continued there Yesterday evening on th January she offered me a nude video call After that she messaged me saying that she also would like to see me nude and called me again on whatsapp Video It happened in so much quick succession that I made a mistake and was half nude bottom portion After that call i started getting the threatening messages that videophotos are captured and asking to pay failing which they will upload my info online I knew that i am in serious trouble so I wanted to buy time and demanded to talk one more time When I talk this time there was a man talking to me and threatening to pay K I did not pay and instead thought of reporting the instance here I know that i made a big and silly mistake and I am worried now This seems to be a team working here Please help me out of this situation if they really do a damage by uploading it,Other Cyber Crime
UPI FRAUD THROUGH PHONE PE BANK INDIA POST PAYMENTS BANK ACCOUNT NUMBER TOTAL AMOUNT PLEASE HOLD REVERSE TOTAL AMOUNT IN THE COMPLAINANTS ACCOUNT AND TAKE NECESSARY ACTION,Financial Fraud Crimes
we received massage from citi bank our money is debit Rs from our credit card so we request to you please see my concern its totally froud with us resolve as soon as possible please give me confimation on msg,Financial Fraud Crimes
I have received this mail yesterday which was in my spam folder i sometimes receive my important job mails in my spam foldera thats why I went to check there and found this email I have no idea why I have received this mail But I really dont feel safe anymore with my email id and my cell phone Kindly help me,Women/Child Related Crime
mujhe january ko ek person ka call aya jiska no unhone mujhse baat ki or mujhe link bheja unhone mujhe link ko click karne ko bola to turant indusind bank ki side mere browser mein khul gayi uske baad waha mujhe mera naam age password bharne ko bola maine bbhara or uske baad mere bank account se or rupee ki payment ki transcation hui uske duran maine apne account mein ki payment credit karwaio to uske baad vo bhi cut gaye,Other Cyber Crime
Fraudulent trick me to pay money Rs to house hold article which i saw in olx promising to deliver the articles in half an hour but he failed to do so I raised a complaint in sbi bank through online And i also raised a complaint in cyber crime but i withdrew my case cos the process took so long and it seems impossible to trace the fraudulent Now i need to raise complaint again because sbi bank need the acknowledgement no From cyber crime To process my case So kindly look into the matter and do the needful Thanking you,Other Cyber Crime
Amount debited from my hdfc credit card rs without my knowledge only msg rcvd for debited Card number Ph number Kindly refund amount and do the needful Already complaint fwd to hdfv bank,Financial Fraud Crimes
I got rape threat and bullying videos from kunalkamble Instagram ID on dated This person is sexually assaulting me with the help of his friends and followes also he is spreading this video on social media and defaming me Please look into thsi concern Im feeling unsecured and unsafe,Other Cyber Crime
Gautam ankush and his friends tried to molest a year old girl They have brain washed that girl mind and tried to use her and she was under and they have clicked some private personal photos of her And after that they blackmailed and mentally tortured that girl so much that she tried to suicide and in December month they took the money from her rs and they also told his friends about her pictures and he also molest her and they plan was to rape her but they were not successful to do so,Women/Child Related Crime
i matched with this girl in a dating ap Hinge we started talking on whatsapp and she suddenly video calls me i joined it then later she sent me this morphed video and sent to across to friends in my facebook,Women/Child Related Crime
I was travelling from Tambaram to Mandapam At night i had my mobile phone with me After that i went to sleep After that i brushed and came to my seat When i crossed Ramanathapuram my phone was missing,Other Cyber Crime
Dear sir cash pocket aap se rupya ke compny receve HOSPITAL father opration but CONTAC list ko aur abused diya gaya aur abhi PLEASE help me sir,Women/Child Related Crime
This person is violating A of the Indian penal code by making communal jokes and hurting the sentiments of Jain community This person is violating A of the Indian penal code by making communal jokes and hurting the sentiments of Jain community,Women/Child Related Crime
Yesterday i have get the call from this number and this call was from a boy I have said to this boy that I dont know he but he was saying that I am talking from haldwani my name is pawan and after saying to he that I dont know u but again and again he is calling me and yesterday i have blocked him but again he is calling me and Today also he called me after blocking also and I have call back to he then he is saying to me that u can talk to me as a friend I have said no but again he is calling me then I have Said to my friend to call he than to my friend he is saying that I have get this number from anywhere that why I have call and he is saying that I will call again again to me,Women/Child Related Crime
Sir mera name saurabh Babu hai aur mai Indian Navy me service krta hu Maine lgbhag year phle ak Facebook pr Id bnai thi aur kuch photo bhi upload ki thi Kuch din bad use chalana band kr diya tha Ab mai uska password bhul gya hu Navy ki new policy ke anusar Facebook rkhna ban ho gya hai To apse humble request hai ki Mera account ki sari photo delete karke Mera account bhi delete kar diya jay Account name saurabh prajapati Account pic uploaded,Other Cyber Crime
on the evening of th January i came back from office and a Message from facebook and started sexting with me Because of my open profile they get my whtsapp no then video call me By mistake I answered the call and hang up immediately but they recorded the call After some time they send me the edited video and blackmail me to give money As I also attach the screenshot from this number Then I got scared and in hurry I blocked the contact that time Then on th feburary a call from noRam pandey has come and they said me I call you from IT cell you video is going to public and if you want to prevent yourself from that you have to call youtube manager whose no isSanjay singh youtuber Then I called him and asked him for unpublic video from there Then he demands rupees from me After all that I again call Ram pandey then he said how much amount you have when I said I dont have money as I am student then he black mail me also that I will trace your loction,Other Cyber Crime
FRAUD THROUGH UPI GOOGLEPAY BANK UCO BANK ACCOUNT NUMBER TOTAL AMOUNT PLEASE HOLD REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION,Financial Fraud Crimes
To whomsoever it may concern I am filing this company to register an online fraud which has occured with me on the night of February I was suggested an add on YouTube for an online clothing retail website named Prockin which provided really cheap clothing line Upon going through the products I made a payment of via UPI to confirm my order to which I was told that my order would be processed in a while However I have not received any confirmation email confirming my order and the amount has been deducted and now there is no way for me to login to the user profile as it says that my Id is invalid Also The contact details provided are not working and I beleive that I have been scammed I request the concerned authority to kindly look into the matter and provide me with refunding my money,Other Cyber Crime
I received a call at AM today call details screenshot attached above They claimed they are calling from PhonePe and said that I have to claim a cash back of Rs from PhonePe I said I havent received any such message so they asked me to open my PhonePe Once I confirmed that my PhonePe is open they sent me a payment link screenshot attached above This payment link belongs to an incorporated company Nattyindia Online Services Private Limited I confronted the caller that I know they are trying to scam me So they panicked and placed my call on hold and the IVR language was Bangla I then disconnected the call and came here to report this,Financial Fraud Crimes
Please ban this website as it is showing porn content in India So please ban this website to make internet more safe and secure for us and children I think you can complete my request Thank you,Women/Child Related Crime
I am getting messages regarding jobs and services through sms and whats app Today I got whats app photos with nude pics of mine asking send money or else will upload in internet Locanto personal services etc I said no they uploaded my photo and phone number sent screenshot to me kindly solve this help in please,Women/Child Related Crime
Someone has created a fake id with my name and is uploading my photos on this account We want this account should be taken down immediately The photos that are being uploaded are very private and I have not shared these photos anywhere So I guess someone had hacked my phone and got access to these photos As the person has access to my photos if this account gets taken down then he can create a new id and upload photos there also So please find the person who is uploading the photos and take very strict action against him I am very stressed because of this so I request to take an action ASAP,Women/Child Related Crime
Respected Sir A very serious matter I want to inform you Few person running or involve in some very shamefull activities by using few women at many places of kolkata gariahat ballygunge RUBY HOSPITAL BEHIND area KASBA ANANDAPUR QUEST MALL metropolis mall area ACROPOLISMALL area park circus FORUM MALL ELGIN RD Parkstreet MAIDAN AREA esplanade Garia jadavpur BEHALASAKHERBAZAR JOKA BANSDRONI Rabindrasadanexide area HARIDEVPUR triangular park lake mall area rashbehari area TOLLYGUNGE THAKURPUKUR BBD BAG DALHOUSIE AREA and SALTLAKE Their name SUBHRO SAHA AMLAN DATTA IZAZ AHMED Anirban They officially work in a insurance office hdfclife a hindustanpark ab gariahat shopping mall st floor beside of reliance trend building near gariahat more but outside at several places they involve in some shamefull activities last years Sir a person SUBHRO SAHA forcefully involve few women employee ex FEMALE employee in such shamefull doing At afternoon evening or after evening or night time they doing this shamefull activities Many innocent people are TRAPPED and suffering in such dirty issue for long time They are even to lodge a complain against them because of threatening and blackmailing ISSUE From above address PLACES and their mobile whatsapp no you can easily trace and track their all activities You need to investigate Last years detail Please help,Women/Child Related Crime
Vishing call victim received a call suspect told create card limit increase and Reward point increase to your Create card suspect asked OTP after victim said to OTP Create card No Suspect Mobile No Amount lost,Financial Fraud Crimes
Rs was taken by one Mr prabhat thakur who i met on facebook he asked me to deposit the money in parts for a data entry job then i was given different tasks which i had to fulfill then i had to invest more money and get commission but i did not get any money back AC NO IFSC Code RATN Account Holder Name PRABHAT KUMAR THAKUR Home data services AC NO IFSC Code KKBK,Other Cyber Crime
Guy named Vishal Bowl is totally after me and asking for money Telling me that if ill not give he will kill himself and write my name in suicide note Moreover he is reaching out to my relatives and friends for the same,Other Cyber Crime
message to hack account message from to contact for document submission It was fraud call center service to hack account message to hack account message from to contact for document submission It was fraud call center service to hack account,Women/Child Related Crime
FRAUD THROUGH UPI GOOGLE PAY BANK PUNJAB NATIONAL BANK ACCOUNT NO TOTAL AMOUNT PLEASE HOLDREVERSE TOTAL AMOUNT IN THE COMPLAINANT ACCOUNT AND TAKE NECESSARY ACTION,Financial Fraud Crimes
its been many of times someone is following us for so long and so we removed the sim card from phone they disappeared after that it feels like someone is tracing our phone also today our internet package around GB got exhausted in a few minutes from both our phonesSir we request you to please find a solution on urgent basis,Other Cyber Crime
On the date of dec someone called me regards KYC of bank account i dont know he was doing fraud with me by finess they guys updated my paytm number to their mobile number and suddenly they changed the password of my paytm payments bank account i lost my account i need to recover my account so paytm was asking me for cyber cell complaint for recovering my bank account as fastly they can done i am not suffering from any money loss,Other Cyber Crime
